Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),ZONE_SUED:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_SUED:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_NORD:Zone Outdoor Air Drybulb Temperature [C](TimeStep),ZONE_NORD:Zone Outdoor Air Wind Speed [m/s](TimeStep),ZONE_SUED:Zone Mean Air Temperature [C](TimeStep),ZONE_NORD:Zone Mean Air Temperature [C](TimeStep),ZONE_SUED:Zone Ventilation Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Ventilation Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Ventilation Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Ventilation Current Density Air Change Rate [ach](TimeStep),ZONE_NORD:Zone Ventilation Sensible Heat Loss Energy [J](TimeStep),ZONE_NORD:Zone Ventilation Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Ventilation Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Ventilation Mass Flow Rate [kg/s](TimeStep),ZONE_NORD:Zone Ventilation Current Density Air Change Rate [ach](TimeStep),ZONE_NORD:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_NORD:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_NORD:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),ZONE_SUED:Zone Mixing Current Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Standard Density Volume Flow Rate [m3/s](TimeStep),ZONE_SUED:Zone Mixing Mass Flow Rate [kg/s](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Loss Energy [J](TimeStep),ZONE_SUED:Zone Mixing Sensible Heat Gain Energy [J](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_NORD:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Heating Rate [W](TimeStep),IDEALLOADS_SUED:Zone Ideal Loads Supply Air Total Cooling Rate [W](TimeStep) 
 01/15  14:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.000000000000004,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.28132130909944,0.0,394.74428974441264,0.0 
 01/15  14:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.3471408495679,0.0,394.8102178421105,0.0 
 01/15  15:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.4124457481667,0.0,394.87563218083244,0.0 
 01/15  15:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.4772400006769,0.0,394.9405367339496,0.0 
 01/15  15:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.541527574882,0.0,395.00493544642814,0.0 
 01/15  15:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.6053124066093,0.0,395.0688322321511,0.0 
 01/15  16:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.66859840200055,0.0,395.132230975316,0.0 
 01/15  16:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.000000000000004,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.73138943722006,0.0,395.195135530783,0.0 
 01/15  16:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,415.7936893584556,0.0,395.25754972337756,0.0 
 01/15  16:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,415.85550198319845,0.0,395.31947734951973,0.0 
 01/15  17:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,415.916831098497,0.0,395.38092217640957,0.0 
 01/15  17:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,415.97768046351865,0.0,395.4418879417936,0.0 
 01/15  17:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,416.0380538075116,0.0,395.5023783562939,0.0 
 01/15  17:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,416.0979548319011,0.0,395.5623971003806,0.0 
 01/15  18:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,416.1573872094742,0.0,395.6219478286803,0.0 
 01/15  18:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,5.883551844328313e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,5.883551844328313e-8,416.21635458461253,0.0,395.68103416508535,0.0 
 01/15  18:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,416.274860573758,0.0,395.7396597089247,0.0 
 01/15  18:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,416.33290876605327,0.0,395.79782802879356,0.0 
 01/15  19:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,416.3905027221773,0.0,395.855542669189,0.0 
 01/15  19:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,416.44764597620826,0.0,395.912807144574,0.0 
 01/15  19:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,416.5043420350995,0.0,395.96962494531186,0.0 
 01/15  19:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999993,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,416.5605943778065,0.0,396.0259995321977,0.0 
 01/15  20:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,416.6164064582553,0.0,396.08193434216093,0.0 
 01/15  20:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,416.6717817018508,0.0,396.1374327837258,0.0 
 01/15  20:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,416.7267235093169,0.0,396.19249824108556,0.0 
 01/15  20:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,416.7812352543116,0.0,396.2471340713092,0.0 
 01/15  21:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,416.83532028453203,0.0,396.3013436058536,0.0 
 01/15  21:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,16.999999999999996,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,416.8889819224714,0.0,396.3551301514964,0.0 
 01/15  21:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,416.942223464721,0.0,396.4084969890538,0.0 
 01/15  21:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,16.999999999999996,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,5.883551844328313e-8,7.988344,8.003339689613354,9.049130331892684,5.883551844328313e-8,0.0,416.99504818208527,0.0,396.46144737419684,0.0 
 01/15  22:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,417.04745932098024,0.0,396.51398453745054,0.0 
 01/15  22:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,417.0994601020356,0.0,396.56611168512603,0.0 
 01/15  22:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,417.1510537217836,0.0,396.6178319989705,0.0 
 01/15  22:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.000000000000004,17.0,2.9417762443903815e-8,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,417.2022433516103,0.0,396.6691486355848,0.0 
 01/15  23:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,417.253032138804,0.0,396.7200647278222,0.0 
 01/15  23:15:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,417.30342320603097,0.0,396.7705833851361,0.0 
 01/15  23:30:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,16.999999999999996,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,417.35341965215054,0.0,396.82070769160055,0.0 
 01/15  23:45:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.0,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,0.0,417.40302455215726,0.0,396.87044070928835,0.0 
 01/15  24:00:00,17.0,5.071965,247.5,17.0,5.071965,17.0,5.071965,17.0,17.000000000000004,0.0,7.988344875,8.003340566255902,9.049131323085483,5.32556325,0.0,0.0,0.0,0.0,0.0,7.988344,8.003339689613354,9.049130331892684,2.9417759221641565e-8,0.0,7.988344,8.003339689613354,9.049130331892684,0.0,2.9417759221641565e-8,417.45224095712194,0.0,396.91978547524207,0.0 
